Comment
Pantes agak mirip sama FIAT ABARTH 900
"mantappp, full kebahagian dan rasa senang di dalam vidio ini💪🏻🔥"
Kayak bola penyimpanan pokemon
mantab🔥
👍
Mantap Om Fitrah & Arif Brata !
Bingung membedakan yang mana Om Fitra Eri dan mana yang Arif Brata.. 😅
Konten om fitra di ajarin stand up sm arif brata boleh tuhh
Heran sama yg beli mobil bobrok gini 😂😂😂
"42.05 ""bisa bawa durian"" 🤣"
Andalan mi ini
Lucunya arif brata ini
Upp🎉
25:34  ngak kalah ganteng dong
SAYA JUGA PUNYA SI DORAEMON SPARK 2004 OM FITRA.. MASIH ORIGINAL
SAYA JUGA PUNYA SI DORAEMON SPARK 2004 OM FITRA.. MASIH ORIGINAL
aww🤣🤣🤣
Smpai tembus 1jt menyala Rebecca🔥
keren om fitra...
"Gua bisa ngerasain kebahagiaan arif saat dapet aksesoris mobil, meskipun hal sederhana tapi seneng pas dapet dan diaplikasiin ke mobil kesayangan, rasanya kaya ada kepuasan yg gak ternilai dgn uang"
Mobilnya mas Gwenchana WtW😆
Hydrolic pintu belakang ngga di ganti 😢
Rezki arif 😂😂
Banyak orang marah kalau di tiru tiruin. Om fitra malah terimakasih Panutan kuu
mantap bang
part 2 pls
Gak salah mengidolakan om fitra dan mr gofar
🔥🔥🔥🔥
Sudah bisa bawa durian.
Keren memang Arif Brata
Terngiang ngiang sama ^saya tinggi nya 177 cm^
"wah tumben mas Fitra Eri review mobil chevrolet spark, wah bakalan naik daun lagi kebetulan mobil saya juga warna merah chevrolet spark 2005, LOMBOK😘"
Wah keren om Fitra 🙏🏼🫶🏼 tidak pernah bosan memang konten”nya sukses dan sehat selalu om Fitra dan keluarga 🙏🏼
Bencana bencana
@fitraeri mas  bisa donk di ceritakan pengalaman balap pake mesin 4 AGE di mobil great corola.. yang super2 ribet ketika bangun mobilnya
"Arif Brata boleh pilih apa aja yg mau dipasang di Rebecca, Om Fitra baik banget😍"
Wkwkw handlenya harus bener dulu wkwkw bener tuh om Fitra Asli ... mantab om
Keren😀😁
Keren om fitrah.. Semakin sukses... Arief brata jg rejeki anak soleh 😇
"sehat seha orang baik,om fitra the best......"
Keren nih
25:30 astaga balapan sama porsche 😅
"seruuu om konten begini lucuu, fresh banget wkwkwk"
"bisa di buat jenis seris terbarung om fitra judulnya ""jajanin mobil random"" wkwk ditunggu konten kek gini lagi om fitra🙏🙏🙏🙏"
Kok gue sneng ya si rebbeca di support dan di dandanin orang wkwkw
salfok ke All Eyes on Rafah
Asli seru bgt vlog kali ini 😂😂😂😂
"4:18 Pas om Fitra ngomong M150 auto ngomong ""BISAA"""
Kocak
Semoga makin banyak rezeky om fitraeri
Mantap
kerenn …
Masukan dalam hatinya jenderal bintang ⭐ Akabri tentara ayat kursi Soeharto agama buah apel malang Umar bin Khattab damai tuhan kasih pangkat bintang ⭐ Akabri tentara ayat kursi Soeharto kirim ke net tv kirim
gencana
🔥🔥🔥🔥
Kerjaan paling cape om fitra adalah meriview mobil ini.
Rebecca.......eleanor
wih menarik videonya buktinya video baru viewsnya tembus 1 jt...ruar biasa
Ayo om fitra restor mobilnya arif brata
Ahhhh pengen mobilku civic wonder sb3 di review om fitra... seneng keknyaa..
"Ketawa mulu liat videonya, ❤"
"om fitra dermawan ,,, seneng banget lihat konten kali ini ,, mksih om"
Arif: bisa bawa durian 🤣🤣🤣🤣
terima kasihh om erii
Mobilnya Lee Jun Ki
baru kali ini liat nonton channel Otomotif tapi ketawa ngakak... 😄
"The best siii om fitra, luas rezeki nya om fitra"
Baru x ini nonton bung fitra eri tp NGAKAK parah 😂😂😂😂😂 @arifbarata kamu telah berhasil mengusik keseriusan om fitra eri
review paling kocak 🤣
Review mobil terlucu versi om Fitra
"D repair om,, biar videonya viral...."
Tinggi sy 177 cm
Fitra arif 😂
25:30 momen pas disalip kembaran mobil gwencana 😂
Review terbaik abad ini... Menyala abangkuh🔥🔥🔥
Uppp😂
Buset viewernya 1 jt 🧐
Hyaaaahahahahaha haaaaaahahahahah!!! Gilaaaak 😂 the real melihara yatim piatu
ketawanya arif nular 😁
wkwkwkwkkwkwkwkkw
Lucu sekali 😅😅
"4:18 M150 hmm seperti tidak asing, seperti nama minuman 🤔🤔"
"Karakternya baik ya, sopan, semoga makin lancar rezekinya."
rebecca yatim piatu😭
"Konten Kreator Otomotif Faforit saya, Om Fitra Eri Pembalap Profesional ❤❤"
Mobil ini mirip punya bos sya dulu pemilik supermarket bahan bagunan terbesar di maluku utara... tp sudh jual ngak tau jual ke siapa
"Baru ini nonton review mobil ga ada skip karena enak banget nontonnya bener” teredukasi semua, emang konsepnya bener, mewah dan canggih bukan berarti nyaman dan membuat kita suka sama suatu mobil tersebut"
8:47 wkwkwk
Baru ini saya lihat review bg Fitra senyum2 sendiri kayak lihat drakor 🤣😂
Pernah naik mobil ini... responsif lincah cocok banget buat dalkot...karena  body nya yang imut
Om fitra paling lucu di video ini.. kurang om mobi nya ni 😂
Auuuuuuwwww😂
om katanya Daewoo bangkrut 1999.  saya pernah lihat busway DKI berlogo Daewoo di era 2008. itu dari mana belinya
"Emang guru fyp wkwk, terakhir om fitra tembus 1 jt views 3 bulan lalu loh"
"Bukan kaleng* mmg om fitra, jaya terus buat om fitra dan arif brata, salam dari kendari 😂"
Kocak
Riview yg sangat merepotkan om fitra 😂
1 jt Views dalam 7 hari
colabsnya yg nonton banyak....
Gasss restorasi om fitra eri 🤣🤣👍🏻
Udh mirip bngt mobilnya(kerusakannya)sama yg di welcome to waikiki
Sopan nya orangnya 👍🏾
rektor fyp memang
25:00 merinding sumpah
"Arif emang sesuai namanya kearifan lokal, wkwk senyum2 sendiri gw nontonnya"
Bang Arief Safety beltnya. Tolong dipakai yang benar dooonggg🤭
Alaaah kereeeeen kali
"tercyduk kwkwkkwkw, seru belum nonton ane udah langsung kasi like om"
mantap emang Rebecca ni
Mantaap
Baru 6 hari sdh 1juta......Asli mmg klo Rektor FYP yg diajak....
"Ketika om fitra buka kap mesin bilang awww, bikin nagih 😂"
Kayak obrolan bapak sama anaknya yang baru beli mobil pake duit sendiri ini hahah Rispek bat Om Eri dan Bang Arif!
Keren om Fitra sangat menarik.. Sepertinya project baru yang menarik nih buat merestoraai beberapa orang kreatif seperti Arief dengan vendor lainnya selain oto project 😁
akhirnya ketemu. wkwkwkw
Salfok pas om fitra  buka kap mesin😅 auuuu
8:47
"Bahagianya tawwa kk fitra arif, masyaALLAH Berkah 🎉🔥🔥🔥"
Bruakwkwkwk... Lebih ke bulying...  Bukan review 🤣🤣🤣
Dosen fyp ada di channel oto 😆
Sepanjang video ngakak njir... 😂😂😂
Ini lebih ke roasting sih bukan review😅😅
VMA Vehicle Milik Arif... 🤣🤣🤣🤣 Bakal naek 10x lipat ni mobil sesudah d review om fitraaaa... 🤭🤭🤭
lupa karet pedal kiiii 😂
Mending liat arif dr pada marcel..arif lebih rendah hati😅
Nonton tanpa skip rejeki rebeca ga kemana mana😅
"semoga om fitra  bantu restorasi mobilnya sambil di kontenin, lucu imut mobilnya hihi"
"Om Fitra : ""Awwww"", Canduuuuuu😭😭🤣 8:47"
The real mobil waikiki😂😂😂
25:29 11 12 lah😅
jadi keren rebecca
"Ngakak tiap om fitra bilang ""gwencana"" 😂"
Wah Gokil Nih Si Rebecca 🔥💃
review ter happy fitra hery jatuh pada rebecca.😊😊😊😂
"Di video ini Arif bisa nyari referensi seputar mobilnya, langsung dari mobilnya 😅"
Rejeki rebeca lancar trs😬👌👍
anjir astaga wkwkwkkwkwkw
aunya itu loh
di YouTube saya juga pernah liat ada orang review sepeda motor listrik kalo gak salah niru Om Fitra. bahkan thumbnail juga niru gaya Om Fitra.
masih bnyak PR ni mobil...mau liat restorasi per item nya nih..
"Dulu mau beli ini.. karena lucu kecil ... tapi yg jual bekasnya kasih harga mihil... Akhirnya beli KIA Visto, tangguh sampe skrg gak rewel.. 😂"
Salut dgn Om Fitra Eri.
buka pintu depan lewat pintu belakang. emng keren 😅
Yg model barunya dikorea bagus lo
Review mobil ter lucu om fitra… puas ketawa sy om…
Mobil nya lee jung ki. Gwenchana gweanchana
Habis brp?
Samping2an sama porsche gak kalah cakep
tumben arif brata bermutu reviewnya ...
😂 gokil.. Gerebek mobil 😂 sesuai komika
29:03 ngakak banget🤣🤣
😂😂😂😂😂😂kocak kocak
Terima kasih om Ewako.
Makin cakep aja dah nih rebecca
"kodenya kayak minuman berenergi, M150....bisa...!!"
Definisi Gwenchana yg sebenar-benarnya
Baru kali ini liat om fitra review mobil tapi buka pintu aja di bantu dr pintu belakang dulu
Review mobil terepot dan terkocak buat om eri sepertinya 😅😅
Kocak bgt jir😂😂
Baru kali ini om Eri review grobak siomay...😂😂😂
Angin gede
23:10 saat komedian kalah lucu dari auto revieuer........
Ayo di restorasi om..
makasih om
Episode paling saya respek ini. Kereeen.
Salut buat om Fitra terap humble . Sukses untuk om fitra dan bg Arif
AHAHAHHAHAHHAHAHHAHA KETAWA TERUS
25:31 Sama sama mobil lampu bulat
Plat serang itu
"+1 juta views auto full restorasi. fitra eri ""Pimp My Ride"" 🎉"
No skip2 club
Arif brata siapanya arif muhamad om fit
Bantu restorasi om fitra ... 😀😇😇
review terlawak
Ga tau kenapa.. saya nonton nya ketawa trrus ... ud baju nya di samaain lagi ... 😂😂😂
Attitude mu membawa berkah sekali dosen fyp. 💪
Arif auto sopan sopan marcell
"Big respect buat om fitra eri , dan salut bgt sama attitude arif brata Sukses terus buat kalian berdua 🤲🏽"
Chanel terasiek 🎉 sukaaaaa bngd ❤
Gokil om😂
OTO PROJECT EMANG BUKAN PRODUK KALENG-KALENG. MENYALA OTO PROJECT .
Bakal kena goreng nih
"Asik cara ngomong Nya nih orang,,, gk nyebelin"
🔥🔥🔥🔥
sering2 om colab sama bang arif 😂 penonton setia bang arif niiih
WKAKAKA LUCU
Interiornya mirip nissan march ya
Review malah jadi lawak 😂
The real mobil berkah❤
Bau2 kesederhanaan anjir 😂😂😂😂
Mantaaap bang Arief 👍🏾
yang nonton pun ikutan cape hahahaha
Teriakannya jantan sekali om 😂 pas buka kap mesin hahaha
🤣🤣🤣
jujur mewah
177 cm
Mobil sakit bawa hoki 😄😄
Mantap
Baru pertama liat om eri review tp pembawaannya kocak+narik nafas panjang terus 😂 yg sabar om wkekwkww
"Om fitra, tolong di modif mobil bg arif om. Kasihan netizen liatnya 😂"
25:30 gak kalah om sama yang sampingnya
Ini mah om arif roasting rebecca😂
mobil alakadarnya. direview oleh supermega.
review terkocak😂😂😂
"Om Fitra Brata eh Fitra Eri sumpah kudu collabs lagi sih, ngakak bgt episode ini "
ayo chevrolet bikin Rebecca 2024 😂
Respect om fitraaaa 👍👍👍
baru tau fitra eri 155 cman
Wah keren om Rebecca jadi semakin dewasa deh 😂
Hahaaha kocak
"sayang, cover pedal belum diganti wkwk  gua berharap malah itu cover pedal nya"
Ke @otoproject sebut nama om fitra bisa ambil apa aja ...
"Kocak banget, hahahaha"
Tahun lalu saya mau beli mobil ini. Karena keterbatasan uang. Ngumpulin sampe 3 thn. Tapi pupus di januari karena uangnya terpakai untuk biaya rs.  Nah itu shoting di bintaro saya ada dibelakangnya karena liat tuh mobil jadi motivasi lg buat ngumpulin duit.
*Kerennnn Asli*
pimp my ride edisi gwenchana 😂🤣
Jadi lebih keren daripada yang ada di film drakor mi mobilnya Bang Arif... Alhamdulillah... Berkah selalu rezekinya Om Fitra Eri
Om fitra eri pembawaan.ny seperti dokter yg lgi jelasin ke pasien
"Bagus kayaknya nih, Kapan FLash Sale nya yhaa???? tolong info akuratnya dong,,,"
Om fitra eri pembawaan.ny seperti dokter yg lgi jelasin ke pasien
25:31 wih ketemu saudaranya😂
"Rebecca membawa berkah rupanya, subhanallah Om Fitra sosok dermawan, sy kagum sejak lama dgn beliau. Sukses buat kalian berdua sehat wal'afiat dan panjang umur, Aamiin"
Semoga bang Arif Brata bisa punya pabrik mobil biar makin banyak mobil seperti bang Arif punya
Woww
"Ini lebih ke meroasting sih dari pada meriview 😂😂 mantab Om fitra,,,semoga rebeca dari gwencana jadi sarangheo 😁"
Turut senang sepanjang menonton ini. 🤩
kameran men jangan goyang² atuh kalo ambil video lu pegang gimbal bisa ato kenapa hadehhh pusing
"25:30 woy itu Porsche nya gak sopan, gak sungkem sama Rebecca"
Fitra Eri KW 1 ini banyak kali rezekinya Bung...
Gaspol Rebeca ~
kayaknya siapapun yg umur under 50 kalau ketemu fitra eri pasti starstruck
Ikut bahagiz liatnya 😊
Nama drakor nya Waikiki Wonderland
enaaaak
impersonator favorit lagi ngobrol sama reviewer favorit
Bisa bawak durian wkwkwkwk
The best emang nungguin ni bung fitra eri ketemu bung fitra arif Hehehehe
"mobil yatim piatu, semoga banyak yang bantu aamiin"
Berbuah manis rif.. mantap..
bintaro nih....emerald arah graha raya hehe
Aaawww😂
"""oh cocok"" keluar logat makassar na wkwk"
Rebecca gwaenchana gwaenchana 😂
"tidak seperti Pimp My Ride, lebih mirip Bedah Mobil"
"Mobil korban drakor, mobil campuran & yatim piatu. Asik review barengnya"
Vehicle Milik Arif 😂
Terbaikk
"ini review rasa standup ya, klo abis bensin, tinggal nikung kanan, biar bensin tambah..."
"Bang Ery, pimp my ride juga dong, 😁"
"Baru ini gue liat om Fitra kebingungan review mobil dari cara buka pintu, nyalain wiper dan nurunin jendela banyak unsur surprise 😂"
👍👍👍
Syok bngt tiba² di salip Porche 😂
Waikiki emang ga ada obat kocak banget!!!
Alus bgt mintanya😂
Arif brata mantab
Bisa bawa durian 😂😂😂😂😂
dua orang humble saling ketemu mah udah keren banget
jadi saudara baru.... salut lah!
mobil gwenchana!!!
25:29 model lampunya samaan tuh 😂
"Nyimak om,👍👍👍👍👍👍👍👍👍👍👍"
plat A ga samoe 3 huruf om di belakangnya🤣🤣
Mobil duafa ini cuy
Baru keli ini denger teriakan manja om Fitra 🤣🤣
😅😅😅😅 seruuu ueyyy
Bisa-bisanya review mobil Rebecca-nya joonki😭
Kemarin suaranya dibungkammm jiiiii
“Sudah ki!” -Fitra Eri 2024-  Mencoba logat sulawesi bagian selatan 😂
